Data_Partition,Cluster_ID,Top_Keywords,Topic_Summarization,Number_of_Posts
part_c,1004,"[{'term': 'trump', 'score': 838.0}, {'term': 'asleep', 'score': 300.0}, {'term': 'awake', 'score': 133.0}, {'term': 'like', 'score': 114.0}, {'term': 'sleep', 'score': 107.0}, {'term': 'stay', 'score': 88.0}, {'term': 'sleeping', 'score': 85.0}, {'term': 'falling', 'score': 72.0}, {'term': 'just', 'score': 65.0}, {'term': 'time', 'score': 59.0}]","{'title': ""Trump's Public Naps: A Running Joke"", 'description': 'The posts collectively highlight widespread media and public attention on Donald Trump falling asleep during public events, with many mocking his apparent fatigue, lack of focus, and frequent napping as a recurring theme. The humor and criticism often center on his perceived incompetence and the irony of a leader seemingly unable to stay awake during important moments.'}",785
part_c,1005,"[{'term': 'trump', 'score': 443.0}, {'term': 'hell', 'score': 419.0}, {'term': 'place', 'score': 60.0}, {'term': 'going', 'score': 60.0}, {'term': 'dante', 'score': 59.0}, {'term': 'circle', 'score': 56.0}, {'term': 'special', 'score': 46.0}, {'term': 'donald', 'score': 45.0}, {'term': 'like', 'score': 36.0}, {'term': 'just', 'score': 32.0}]","{'title': 'Trump and His Enablers in Hell', 'description': ""These posts collectively imagine Donald Trump and his supporters being condemned to a specially reserved, fiery punishment in Hell, often referencing Dante's Inferno and portraying Trump as a traitor deserving eternal torment. The theme blends political condemnation with dark humor and religious metaphor.""}",420
part_c,1006,"[{'term': 'trump', 'score': 978.0}, {'term': 'health', 'score': 334.0}, {'term': 'looks', 'score': 232.0}, {'term': 'sick', 'score': 163.0}, {'term': 'like', 'score': 160.0}, {'term': 'look', 'score': 102.0}, {'term': 'donald', 'score': 96.0}, {'term': 'ill', 'score': 91.0}, {'term': 'old', 'score': 88.0}, {'term': 'just', 'score': 81.0}]","{'title': ""Trump's Declining Health Sparks Widespread Concern"", 'description': ""Multiple social media posts express growing alarm over Donald Trump's deteriorating physical condition, citing visible signs of illness, unexplained absences, and skepticism about official health claims. Many users suspect a serious medical issue is being concealed.""}",883
part_c,1007,"[{'term': 'trump', 'score': 3466.0}, {'term': 'heaven', 'score': 3134.0}, {'term': 'donald', 'score': 542.0}, {'term': 'going', 'score': 529.0}, {'term': 'hell', 'score': 521.0}, {'term': 'want', 'score': 474.0}, {'term': 'try', 'score': 427.0}, {'term': 'wants', 'score': 340.0}, {'term': 'god', 'score': 334.0}, {'term': '15', 'score': 304.0}]","{'title': ""Trump's Heaven Fundraiser Sparks Outrage"", 'description': ""Posts mock Donald Trump's recent comments about fearing he won't enter heaven, highlighting a $15 fundraising campaign tied to his afterlife concerns. Critics view the move as a cynical political stunt, blending religious imagery with fundraising, while questioning his morality and motives.""}",2483
part_c,1008,"[{'term': 'republican', 'score': 350.0}, {'term': 'die', 'score': 340.0}, {'term': 'going', 'score': 204.0}, {'term': 'slogan', 'score': 72.0}, {'term': 'new', 'score': 65.0}, {'term': 'people', 'score': 55.0}, {'term': 'party', 'score': 48.0}, {'term': 'motto', 'score': 46.0}, {'term': 'gonna', 'score': 42.0}, {'term': 'just', 'score': 32.0}]","{'title': ""Republican Slogan: 'We're All Going to Die'"", 'description': ""The posts center on widespread criticism of a recurring phrase attributed to Republican politicians—'We're all going to die'—used in response to policy concerns, social issues, or public suffering. The cluster highlights outrage over the perceived callousness and nihilism behind the statement, framing it as a cynical justification for indifference to human life, especially among the vulnerable.""}",347
part_c,1009,"[{'term': 'trump', 'score': 858.0}, {'term': 'penis', 'score': 273.0}, {'term': 'dick', 'score': 176.0}, {'term': 'small', 'score': 167.0}, {'term': 'tiny', 'score': 164.0}, {'term': 'donald', 'score': 85.0}, {'term': 'like', 'score': 73.0}, {'term': 'just', 'score': 63.0}, {'term': 'energy', 'score': 51.0}, {'term': 'does', 'score': 47.0}]","{'title': 'Trump Penis Jokes and Satire', 'description': 'This cluster consists of humorous, mocking social media posts targeting Donald Trump, repeatedly focusing on exaggerated and fictional claims about his penis size. The content uses crude humor, memes, and satire to critique Trump’s persona, often linking his alleged physical attributes to his political behavior and public image.'}",842
part_c,1010,"[{'term': 'trump', 'score': 710.0}, {'term': 'stroke', 'score': 616.0}, {'term': 'like', 'score': 95.0}, {'term': 'strokes', 'score': 82.0}, {'term': 'face', 'score': 73.0}, {'term': 'mini', 'score': 72.0}, {'term': 'did', 'score': 70.0}, {'term': 'having', 'score': 69.0}, {'term': 'right', 'score': 65.0}, {'term': 'looks', 'score': 56.0}]","{'title': 'Trump Health Concerns: Stroke Speculation', 'description': 'A cluster of social media posts expresses widespread speculation that Donald Trump has suffered one or more strokes, citing facial drooping, slurred speech, motor weakness, and absence from public appearances. The discussion blends medical observations with political commentary and conspiracy theories about a potential cover-up by the White House.'}",623
part_c,1011,"[{'term': 'trump', 'score': 605.0}, {'term': 'heart', 'score': 420.0}, {'term': 'failure', 'score': 283.0}, {'term': 'congestive', 'score': 195.0}, {'term': 'blood', 'score': 102.0}, {'term': 'ankles', 'score': 94.0}, {'term': 'hand', 'score': 78.0}, {'term': 'iv', 'score': 73.0}, {'term': 'like', 'score': 68.0}, {'term': 'disease', 'score': 67.0}]","{'title': ""Trump's Health Concerns: Congestive Heart Failure Speculation"", 'description': 'Multiple social media posts speculate that Donald Trump is suffering from congestive heart failure, citing symptoms such as swollen ankles, hand bruising, frequent IV treatments, and visible fatigue. The discussion centers on medical signs, potential use of blood thinners, and concerns about his overall health and longevity.'}",531
part_c,1012,"[{'term': 'trump', 'score': 2196.0}, {'term': 'chronic', 'score': 1376.0}, {'term': 'insufficiency', 'score': 1371.0}, {'term': 'venous', 'score': 1321.0}, {'term': 'diagnosed', 'score': 1083.0}, {'term': 'swelling', 'score': 764.0}, {'term': 'condition', 'score': 643.0}, {'term': 'president', 'score': 602.0}, {'term': 'house', 'score': 583.0}, {'term': 'legs', 'score': 577.0}]","{'title': 'Trump Diagnosed with Chronic Venous Insufficiency', 'description': 'President Donald Trump has been diagnosed with chronic venous insufficiency, a common condition in older adults that causes leg swelling and bruising. While the White House describes it as non-serious, some speculate it may indicate deeper health issues.'}",1256
part_c,1013,"[{'term': 'commandments', 'score': 901.0}, {'term': 'trump', 'score': 691.0}, {'term': '10', 'score': 286.0}, {'term': 'texas', 'score': 270.0}, {'term': 'broken', 'score': 217.0}, {'term': 'republican', 'score': 185.0}, {'term': 'schools', 'score': 183.0}, {'term': 'thou', 'score': 165.0}, {'term': 'school', 'score': 147.0}, {'term': 'public', 'score': 144.0}]","{'title': 'Trump and the Ten Commandments: Hypocrisy in the Spotlight', 'description': 'These posts critique the hypocrisy of Republican politicians pushing for the display of the Ten Commandments in public schools while their actions—particularly those of Donald Trump—violate nearly every commandment. The satire and outrage highlight the disconnect between religious rhetoric and real-world behavior.'}",837
part_c,1014,"[{'term': 'churches', 'score': 742.0}, {'term': 'trump', 'score': 708.0}, {'term': 'irs', 'score': 412.0}, {'term': 'political', 'score': 408.0}, {'term': 'tax', 'score': 380.0}, {'term': 'candidates', 'score': 346.0}, {'term': 'endorse', 'score': 292.0}, {'term': 'church', 'score': 254.0}, {'term': 'exempt', 'score': 173.0}, {'term': 'maga', 'score': 145.0}]","{'title': 'Taxing Churches: MAGA, Politics, and the Johnson Amendment', 'description': ""This cluster centers on outrage over the Trump administration's reinterpretation of the Johnson Amendment, allowing churches to endorse political candidates without losing tax-exempt status. Critics warn this erodes the separation of church and state, enabling political manipulation by religious institutions, particularly MAGA-aligned churches, and call for taxing these organizations if they engage in partisan politics.""}",739
part_c,1015,"[{'term': 'republican', 'score': 2171.0}, {'term': 'jesus', 'score': 1154.0}, {'term': 'christian', 'score': 806.0}, {'term': 'christians', 'score': 625.0}, {'term': 'party', 'score': 376.0}, {'term': 'like', 'score': 208.0}, {'term': 'christianity', 'score': 195.0}, {'term': 'just', 'score': 187.0}, {'term': 'republicans', 'score': 183.0}, {'term': 'people', 'score': 183.0}]","{'title': 'Hypocrisy of Republican Christianity', 'description': ""The posts criticize the perceived hypocrisy of self-identified Christian Republicans, arguing that their political actions contradict the teachings of Jesus Christ. They reject the idea of a 'Republican Jesus,' asserting that true Christianity promotes love, compassion, and care for the marginalized—values they claim the Republican Party actively opposes.""}",2147
part_c,1016,"[{'term': 'trump', 'score': 1657.0}, {'term': 'fcc', 'score': 888.0}, {'term': 'nbc', 'score': 647.0}, {'term': 'abc', 'score': 638.0}, {'term': 'licenses', 'score': 546.0}, {'term': 'news', 'score': 413.0}, {'term': 'media', 'score': 322.0}, {'term': 'carr', 'score': 318.0}, {'term': 'broadcast', 'score': 316.0}, {'term': 'president', 'score': 234.0}]","{'title': ""Trump's FCC Media Crackdown Threats"", 'description': 'A cluster of posts criticizes President Trump and FCC Chair Brendan Carr for threatening to revoke broadcast licenses of major networks like CBS, NBC, and ABC. The posts highlight the legal inaccuracies in these threats, emphasize the First Amendment protections, and warn of a dangerous precedent for press freedom and democratic norms.'}",917
part_c,1017,"[{'term': 'trump', 'score': 534.0}, {'term': 'cbs', 'score': 502.0}, {'term': 'bias', 'score': 398.0}, {'term': 'monitor', 'score': 376.0}, {'term': 'fcc', 'score': 254.0}, {'term': 'news', 'score': 195.0}, {'term': 'paramount', 'score': 187.0}, {'term': 'report', 'score': 145.0}, {'term': 'president', 'score': 141.0}, {'term': 'carr', 'score': 139.0}]","{'title': 'CBS Bias Monitor Controversy', 'description': ""A cluster of posts discusses the controversy surrounding the appointment of a 'bias monitor' at CBS News as part of the Skydance-Paramount merger, with claims that the monitor reports to Donald Trump. While some sources incorrectly suggest direct reporting to Trump, the actual arrangement involves the monitor reporting to the president of Paramount. The posts express alarm over perceived government overreach, threats to press freedom, and the politicization of media oversight under the Trump administration.""}",305
part_c,1018,"[{'term': 'abc', 'score': 435.0}, {'term': 'trump', 'score': 365.0}, {'term': 'news', 'score': 132.0}, {'term': 'just', 'score': 45.0}, {'term': 'truth', 'score': 38.0}, {'term': 'like', 'score': 31.0}, {'term': 'regime', 'score': 30.0}, {'term': 'knee', 'score': 29.0}, {'term': 'shame', 'score': 22.0}, {'term': 'media', 'score': 21.0}]","{'title': 'ABC News Caves to Trump Pressure', 'description': 'The posts collectively condemn ABC News for allegedly surrendering journalistic integrity by complying with demands from the Trump administration, suspending reporters, and avoiding critical coverage. Critics accuse the network of becoming a propaganda tool, losing credibility, and enabling authoritarian influence.'}",348
part_c,1019,"[{'term': 'abc', 'score': 2343.0}, {'term': 'trump', 'score': 2135.0}, {'term': 'moran', 'score': 1912.0}, {'term': 'terry', 'score': 1662.0}, {'term': 'news', 'score': 1450.0}, {'term': 'miller', 'score': 1184.0}, {'term': 'stephen', 'score': 856.0}, {'term': 'post', 'score': 772.0}, {'term': 'world', 'score': 589.0}, {'term': 'class', 'score': 581.0}]","{'title': 'ABC News Fires Reporter Over Criticism of Trump and Miller', 'description': ""ABC News suspended and subsequently fired veteran correspondent Terry Moran after he posted on social media calling President Trump and White House aide Stephen Miller 'world-class haters.' The move sparked widespread backlash, with critics accusing the network of capitulating to political pressure and undermining journalistic integrity.""}",1312
part_c,1020,"[{'term': 'town', 'score': 538.0}, {'term': 'hall', 'score': 518.0}, {'term': 'flood', 'score': 479.0}, {'term': 'nebraska', 'score': 400.0}, {'term': 'mike', 'score': 397.0}, {'term': 'republican', 'score': 369.0}, {'term': 'trump', 'score': 271.0}, {'term': 'rep', 'score': 258.0}, {'term': 'gop', 'score': 158.0}, {'term': 'congressman', 'score': 154.0}]","{'title': 'Nebraska Town Hall Outrage: Flood Under Fire', 'description': ""Rep. Mike Flood faced intense backlash at a packed town hall in Lincoln, Nebraska, where constituents angrily challenged his support for Trump’s tax and spending bill, immigration policies, and alleged fascism. The event, marked by boos, chants of 'Vote him out!', and demands to 'Tax the Rich,' highlights growing Republican voter discontent in a traditionally red district.""}",355
